"X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
4960,104628,"Female","Loyal Customer",59,"Business travel","Business",861,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0,"satisfied"
77223,83467,"Male","disloyal Customer",26,"Business travel","Business",946,4,4,4,4,2,4,1,2,3,2,4,4,4,2,0,0,"satisfied"
84795,98284,"Male","disloyal Customer",57,"Business travel","Eco",672,4,4,4,1,5,4,5,5,2,4,4,1,3,5,3,1,"neutral or dissatisfied"
73716,61254,"Male","Loyal Customer",63,"Personal Travel","Eco",967,4,4,4,3,3,4,3,3,2,3,4,2,4,3,9,36,"neutral or dissatisfied"
3003,57241,"Female","Loyal Customer",60,"Personal Travel","Business",628,3,5,3,4,3,4,4,5,5,3,5,4,5,3,0,0,"neutral or dissatisfied"
8389,102671,"Male","disloyal Customer",20,"Business travel","Eco",255,1,4,1,3,3,1,1,3,4,5,5,4,4,3,90,82,"neutral or dissatisfied"
30773,107696,"Female","disloyal Customer",25,"Business travel","Business",251,3,0,3,2,4,3,1,4,5,4,4,5,5,4,16,15,"neutral or dissatisfied"
47867,17731,"Female","Loyal Customer",32,"Business travel","Business",501,1,1,1,1,5,5,5,5,3,2,5,5,2,5,55,41,"satisfied"
64789,13110,"Male","Loyal Customer",35,"Business travel","Business",2175,5,5,5,5,2,5,4,5,5,5,5,2,5,1,58,50,"satisfied"
91310,98456,"Female","Loyal Customer",34,"Business travel","Eco",210,3,4,4,4,3,3,3,3,3,1,3,1,3,3,0,0,"neutral or dissatisfied"
88177,97760,"Female","Loyal Customer",65,"Personal Travel","Eco",587,3,5,3,5,3,4,5,1,1,3,1,4,1,4,3,24,"neutral or dissatisfied"
15016,22477,"Female","Loyal Customer",17,"Personal Travel","Eco",83,2,4,0,2,2,0,2,2,3,5,5,5,4,2,0,0,"neutral or dissatisfied"
67100,1223,"Male","Loyal Customer",58,"Personal Travel","Eco",309,4,2,4,3,3,4,3,3,2,3,4,4,3,3,0,0,"neutral or dissatisfied"
50107,39155,"Female","Loyal Customer",8,"Personal Travel","Eco Plus",190,4,5,4,3,1,4,1,1,5,4,4,4,5,1,0,0,"neutral or dissatisfied"
77783,77298,"Male","Loyal Customer",43,"Business travel","Business",3554,1,1,1,1,5,4,5,4,4,5,4,3,4,4,0,0,"satisfied"
33036,78140,"Female","Loyal Customer",48,"Business travel","Business",2560,3,3,4,3,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
58459,107532,"Female","Loyal Customer",56,"Business travel","Business",1521,5,5,4,5,5,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
82411,102603,"Female","Loyal Customer",44,"Personal Travel","Eco Plus",407,2,5,2,5,3,4,5,2,2,2,2,3,2,5,36,26,"neutral or dissatisfied"
52242,125768,"Female","Loyal Customer",30,"Business travel","Business",2047,4,4,4,4,4,5,4,4,5,2,4,3,4,4,2,2,"satisfied"
54334,17923,"Female","Loyal Customer",8,"Personal Travel","Eco",789,3,4,3,4,3,3,3,3,4,1,3,4,3,3,0,0,"neutral or dissatisfied"
61594,39789,"Female","Loyal Customer",45,"Business travel","Business",3675,4,1,1,1,1,3,3,4,4,4,4,1,4,2,0,0,"neutral or dissatisfied"
72069,24363,"Male","Loyal Customer",18,"Personal Travel","Business",669,2,4,2,2,1,2,1,1,4,5,5,5,4,1,0,0,"neutral or dissatisfied"
47331,103651,"Male","Loyal Customer",50,"Business travel","Business",2330,2,2,2,2,2,5,5,3,3,3,3,5,3,3,95,113,"satisfied"
25081,4178,"Female","Loyal Customer",22,"Personal Travel","Eco",427,2,3,0,3,2,0,2,2,4,2,2,2,4,2,0,0,"neutral or dissatisfied"
99709,7259,"Male","Loyal Customer",15,"Personal Travel","Eco",135,2,0,2,4,3,2,3,3,3,5,4,4,4,3,0,0,"neutral or dissatisfied"
58011,48327,"Female","Loyal Customer",53,"Business travel","Business",522,1,1,1,1,2,4,5,4,4,4,4,3,4,5,0,0,"satisfied"
51395,29052,"Female","Loyal Customer",64,"Personal Travel","Eco",954,4,1,4,3,3,4,4,2,2,4,2,1,2,3,0,0,"satisfied"
2436,117735,"Female","Loyal Customer",34,"Business travel","Business",3349,1,2,2,2,3,3,3,1,1,1,1,4,1,4,128,115,"neutral or dissatisfied"
26218,121890,"Male","Loyal Customer",24,"Personal Travel","Eco",366,1,3,2,4,4,2,4,4,1,4,2,1,2,4,0,0,"neutral or dissatisfied"
91128,11142,"Male","Loyal Customer",16,"Personal Travel","Eco",312,4,4,5,3,1,5,1,1,4,3,4,4,4,1,87,92,"neutral or dissatisfied"
18770,16366,"Male","Loyal Customer",69,"Personal Travel","Eco",319,4,2,4,4,4,3,3,2,4,4,3,3,4,3,192,190,"neutral or dissatisfied"
102158,36327,"Female","disloyal Customer",22,"Business travel","Eco",187,3,3,3,4,4,3,2,4,3,5,4,3,3,4,0,0,"neutral or dissatisfied"
43024,126959,"Male","Loyal Customer",52,"Business travel","Business",3119,1,1,1,1,4,4,4,4,4,4,4,3,4,4,0,0,"satisfied"
41512,19404,"Male","Loyal Customer",15,"Personal Travel","Eco Plus",261,3,5,3,2,4,3,4,4,3,1,4,4,5,4,0,0,"neutral or dissatisfied"
18670,123940,"Female","Loyal Customer",61,"Personal Travel","Eco",573,3,4,3,1,5,5,4,3,3,3,3,4,3,3,0,0,"neutral or dissatisfied"
100861,97807,"Male","Loyal Customer",8,"Personal Travel","Business",395,2,5,2,4,5,2,5,5,5,4,5,4,5,5,2,0,"neutral or dissatisfied"
21555,70208,"Male","Loyal Customer",34,"Personal Travel","Eco",403,5,5,5,3,1,5,1,1,3,4,4,3,5,1,0,3,"satisfied"
2314,92667,"Female","Loyal Customer",57,"Business travel","Business",3283,1,1,1,1,1,3,3,1,1,1,1,2,1,3,0,0,"neutral or dissatisfied"
39112,117617,"Female","Loyal Customer",43,"Business travel","Eco",872,4,3,3,3,3,5,3,4,4,4,4,3,4,3,0,0,"satisfied"
70994,93631,"Female","Loyal Customer",39,"Personal Travel","Eco",577,3,4,3,4,2,3,2,2,4,3,5,3,4,2,0,0,"neutral or dissatisfied"
57333,80259,"Male","Loyal Customer",49,"Business travel","Eco",469,5,4,4,4,5,5,5,5,2,4,1,1,3,5,0,0,"satisfied"
55240,22353,"Male","Loyal Customer",20,"Business travel","Eco",238,5,3,2,2,5,5,5,5,3,4,1,3,1,5,85,77,"satisfied"
42774,40376,"Female","Loyal Customer",61,"Business travel","Business",2162,2,2,2,2,4,4,3,2,2,2,2,4,2,1,0,0,"neutral or dissatisfied"
77840,61202,"Female","Loyal Customer",29,"Business travel","Business",2365,5,5,4,5,4,4,4,4,3,3,4,4,4,4,41,26,"satisfied"
71111,57502,"Female","Loyal Customer",51,"Personal Travel","Eco",1075,4,4,4,3,2,4,3,2,2,4,2,2,2,4,0,0,"satisfied"
40331,58602,"Male","Loyal Customer",33,"Personal Travel","Eco",334,3,4,3,1,3,3,3,3,3,5,4,4,5,3,5,0,"neutral or dissatisfied"
4175,64117,"Female","Loyal Customer",41,"Business travel","Business",2288,1,1,1,1,5,5,4,2,2,2,2,4,2,5,0,0,"satisfied"
57246,40770,"Male","Loyal Customer",54,"Business travel","Business",2600,5,5,5,5,1,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
61972,49370,"Female","Loyal Customer",50,"Business travel","Business",1777,4,4,4,4,2,5,5,4,4,4,5,4,4,5,0,0,"satisfied"
99133,20624,"Female","Loyal Customer",34,"Business travel","Business",3158,4,4,4,4,4,4,1,5,5,5,5,1,5,4,0,0,"satisfied"
72731,2495,"Female","Loyal Customer",62,"Personal Travel","Eco",1379,2,4,2,2,2,3,5,2,2,2,2,3,2,4,56,58,"neutral or dissatisfied"
90265,7791,"Male","Loyal Customer",44,"Business travel","Business",3867,2,2,3,2,2,4,4,5,5,4,5,5,5,5,105,105,"satisfied"
20569,19059,"Male","Loyal Customer",56,"Business travel","Business",1852,2,2,2,2,5,1,4,4,4,5,4,4,4,1,66,56,"satisfied"
51113,27288,"Male","Loyal Customer",33,"Business travel","Business",671,3,3,3,3,5,5,5,5,2,5,3,4,3,5,0,0,"satisfied"
78456,90739,"Female","disloyal Customer",20,"Business travel","Eco",250,2,4,2,3,2,2,2,2,3,2,4,3,4,2,0,0,"neutral or dissatisfied"
29277,58591,"Female","Loyal Customer",43,"Business travel","Eco",334,1,5,5,5,5,3,4,1,1,1,1,4,1,4,46,40,"neutral or dissatisfied"
39403,56822,"Male","disloyal Customer",15,"Business travel","Eco",1170,3,4,4,4,2,3,2,2,4,4,3,1,3,2,65,48,"neutral or dissatisfied"
53041,57245,"Male","Loyal Customer",49,"Business travel","Business",804,4,4,1,4,2,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
351,55470,"Female","Loyal Customer",34,"Business travel","Business",1825,2,2,2,2,3,3,5,5,5,4,5,3,5,3,13,0,"satisfied"
65919,17589,"Female","Loyal Customer",58,"Business travel","Eco Plus",1034,2,1,1,1,3,4,3,2,2,2,2,3,2,3,0,0,"neutral or dissatisfied"
51259,62610,"Female","Loyal Customer",30,"Personal Travel","Eco",1723,3,4,3,4,5,3,2,5,3,4,4,4,4,5,0,0,"neutral or dissatisfied"
24162,104909,"Male","Loyal Customer",49,"Personal Travel","Eco",1565,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,35,"neutral or dissatisfied"
40817,48651,"Male","disloyal Customer",38,"Business travel","Business",373,5,4,4,2,2,4,2,2,5,4,5,4,4,2,0,0,"satisfied"
32762,51154,"Male","Loyal Customer",48,"Personal Travel","Eco",109,1,5,1,1,3,1,3,3,4,2,1,5,5,3,40,45,"neutral or dissatisfied"
91818,55030,"Male","disloyal Customer",46,"Business travel","Eco",1303,2,2,2,3,2,2,2,2,2,4,3,1,3,2,0,3,"neutral or dissatisfied"
61327,118830,"Male","Loyal Customer",40,"Business travel","Eco Plus",647,1,5,5,5,1,1,1,1,1,5,3,4,3,1,56,52,"neutral or dissatisfied"
1190,42828,"Female","disloyal Customer",65,"Business travel","Eco",328,4,3,4,3,4,4,4,4,2,1,5,2,4,4,0,0,"satisfied"
98031,41487,"Male","Loyal Customer",44,"Business travel","Eco",1482,4,4,4,4,4,4,4,4,1,4,3,3,1,4,0,8,"satisfied"
22659,51910,"Male","Loyal Customer",34,"Personal Travel","Eco",601,3,4,3,3,3,3,3,3,4,2,5,4,4,3,0,0,"neutral or dissatisfied"
59554,79866,"Male","Loyal Customer",48,"Business travel","Business",950,4,4,3,4,4,5,5,5,5,5,5,4,5,5,0,0,"satisfied"
39395,53609,"Male","Loyal Customer",24,"Business travel","Business",1874,2,2,2,2,4,4,4,4,5,4,3,1,3,4,6,19,"satisfied"
95541,85644,"Female","Loyal Customer",45,"Business travel","Business",1833,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0,"satisfied"
82242,75826,"Female","disloyal Customer",24,"Business travel","Eco",1440,2,1,1,3,2,2,2,2,5,4,5,4,5,2,0,0,"neutral or dissatisfied"
30932,45870,"Female","Loyal Customer",46,"Business travel","Eco",563,5,4,4,4,5,3,5,5,5,5,5,4,5,3,0,0,"satisfied"
17831,8936,"Male","Loyal Customer",45,"Business travel","Business",402,4,4,5,4,4,4,4,4,4,4,4,4,4,3,0,0,"satisfied"
40196,35191,"Male","Loyal Customer",25,"Business travel","Business",2443,1,1,5,1,4,4,4,4,3,2,4,3,5,4,0,2,"satisfied"
4587,106864,"Female","Loyal Customer",27,"Business travel","Business",3183,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0,"satisfied"
89670,50628,"Female","Loyal Customer",26,"Personal Travel","Eco",89,3,4,3,5,2,3,3,2,4,2,5,5,4,2,0,0,"neutral or dissatisfied"
2303,122045,"Female","Loyal Customer",54,"Business travel","Business",130,4,3,3,3,3,4,4,2,2,2,4,4,2,2,28,21,"neutral or dissatisfied"
21770,53803,"Female","Loyal Customer",42,"Business travel","Business",3767,2,2,2,2,3,4,2,5,5,5,5,3,5,1,17,21,"satisfied"
33441,88716,"Male","Loyal Customer",58,"Personal Travel","Eco",404,1,5,1,2,3,1,5,3,4,3,5,4,5,3,0,0,"neutral or dissatisfied"
68812,112349,"Male","disloyal Customer",24,"Business travel","Eco",862,4,4,4,2,4,4,4,4,3,2,5,3,4,4,0,0,"satisfied"
99514,115812,"Female","Loyal Customer",39,"Business travel","Business",362,5,2,2,2,5,4,4,5,5,4,5,3,5,1,10,7,"neutral or dissatisfied"
39149,38087,"Female","Loyal Customer",39,"Business travel","Business",3091,4,4,4,4,3,3,3,3,3,4,3,5,3,4,0,0,"satisfied"
45173,5371,"Male","Loyal Customer",62,"Business travel","Business",812,3,3,3,3,4,3,3,3,3,4,3,1,3,2,0,14,"neutral or dissatisfied"
30535,84387,"Male","Loyal Customer",27,"Business travel","Business",3344,3,5,5,5,3,3,3,3,2,5,4,3,4,3,10,0,"neutral or dissatisfied"
29443,69296,"Male","Loyal Customer",45,"Personal Travel","Eco Plus",733,3,4,3,1,2,3,2,2,4,3,3,1,2,2,43,43,"neutral or dissatisfied"
65838,12050,"Female","Loyal Customer",69,"Business travel","Business",376,2,5,5,5,2,3,4,2,2,2,2,4,2,3,4,0,"neutral or dissatisfied"
92173,56070,"Male","Loyal Customer",22,"Personal Travel","Eco",2586,2,1,2,3,2,4,4,3,5,3,4,4,3,4,0,23,"neutral or dissatisfied"
56986,102430,"Male","Loyal Customer",39,"Personal Travel","Eco",397,2,1,2,3,3,2,3,3,2,3,4,3,4,3,10,5,"neutral or dissatisfied"
57776,91109,"Female","Loyal Customer",15,"Personal Travel","Eco",594,1,5,1,5,3,1,2,3,2,3,1,3,3,3,0,0,"neutral or dissatisfied"
57765,45449,"Female","Loyal Customer",60,"Business travel","Business",674,3,3,3,3,4,4,4,5,5,4,5,5,5,3,37,25,"satisfied"
32816,24419,"Female","disloyal Customer",25,"Business travel","Eco",634,4,2,4,4,4,4,1,4,4,3,4,1,3,4,0,0,"neutral or dissatisfied"
79172,22109,"Male","disloyal Customer",42,"Business travel","Eco",694,3,3,3,4,5,3,5,5,2,3,1,4,3,5,4,0,"neutral or dissatisfied"
20695,75940,"Male","Loyal Customer",46,"Business travel","Business",1572,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,"satisfied"
86159,29923,"Male","Loyal Customer",33,"Business travel","Eco",123,3,1,1,1,5,5,5,5,2,2,3,5,5,5,0,0,"satisfied"
51050,45730,"Male","Loyal Customer",30,"Business travel","Eco Plus",852,2,4,4,4,2,2,2,1,3,3,4,2,4,2,139,152,"neutral or dissatisfied"
31565,44042,"Male","Loyal Customer",45,"Business travel","Eco",237,3,3,3,3,3,3,3,3,4,3,3,3,2,3,0,0,"neutral or dissatisfied"
50877,75852,"Female","Loyal Customer",66,"Personal Travel","Eco",1437,1,1,1,3,1,3,3,2,2,1,2,2,2,1,53,40,"neutral or dissatisfied"
1002,47318,"Male","Loyal Customer",28,"Business travel","Business",1942,4,4,3,4,5,5,5,5,1,2,5,5,4,5,0,0,"satisfied"
80925,42373,"Male","Loyal Customer",55,"Personal Travel","Eco",834,2,5,2,4,5,2,5,5,4,4,4,5,4,5,30,15,"neutral or dissatisfied"
84908,10322,"Female","Loyal Customer",46,"Business travel","Business",316,3,3,3,3,5,4,4,4,4,4,4,5,4,3,0,0,"satisfied"
70211,70567,"Male","disloyal Customer",36,"Business travel","Eco",858,3,3,3,4,1,3,1,1,3,4,5,1,1,1,6,0,"neutral or dissatisfied"
37983,63946,"Female","Loyal Customer",53,"Personal Travel","Eco",1172,3,4,3,1,3,5,4,5,5,3,5,4,5,3,0,9,"neutral or dissatisfied"
87508,120886,"Female","Loyal Customer",41,"Business travel","Business",920,1,4,4,4,2,4,4,1,1,1,1,4,1,3,0,0,"neutral or dissatisfied"
56784,79692,"Male","Loyal Customer",37,"Personal Travel","Eco",762,3,2,3,3,2,3,2,2,1,1,4,4,3,2,0,0,"neutral or dissatisfied"
14631,65982,"Male","Loyal Customer",32,"Personal Travel","Eco",1372,1,5,1,4,1,4,4,3,3,4,5,4,3,4,141,116,"neutral or dissatisfied"
58084,122065,"Female","Loyal Customer",47,"Business travel","Business",185,4,2,2,2,4,4,3,2,2,3,4,3,2,4,0,0,"neutral or dissatisfied"
53546,76533,"Female","Loyal Customer",54,"Business travel","Business",2950,2,2,2,2,2,5,5,5,5,5,5,4,5,5,10,0,"satisfied"
24225,106971,"Male","Loyal Customer",58,"Business travel","Business",2024,3,2,2,2,2,2,3,3,3,3,3,4,3,3,51,52,"neutral or dissatisfied"
9007,83744,"Female","Loyal Customer",32,"Business travel","Eco",1183,4,5,5,5,4,4,4,4,2,2,3,1,4,4,3,0,"neutral or dissatisfied"
88319,110816,"Female","Loyal Customer",41,"Personal Travel","Eco",849,3,4,3,2,5,3,5,5,4,2,4,4,5,5,0,0,"neutral or dissatisfied"
74883,91838,"Male","Loyal Customer",69,"Personal Travel","Eco Plus",590,1,3,1,4,1,1,1,1,4,5,4,2,4,1,2,1,"neutral or dissatisfied"
81625,96664,"Male","disloyal Customer",25,"Personal Travel","Eco",937,3,5,3,3,5,3,5,5,3,5,4,3,4,5,0,0,"neutral or dissatisfied"
51416,16265,"Male","Loyal Customer",40,"Business travel","Eco",631,1,5,3,5,1,1,1,3,4,3,4,1,4,1,123,134,"neutral or dissatisfied"
25680,107926,"Female","disloyal Customer",26,"Business travel","Business",611,2,5,2,3,1,2,1,1,5,2,4,5,5,1,42,40,"neutral or dissatisfied"
39459,26283,"Male","Loyal Customer",32,"Personal Travel","Eco",859,3,1,3,4,5,3,5,5,3,1,3,4,3,5,28,8,"neutral or dissatisfied"
64934,72765,"Male","Loyal Customer",59,"Business travel","Business",1045,1,1,4,1,2,4,5,2,2,2,2,4,2,4,9,0,"satisfied"
48186,67518,"Female","disloyal Customer",37,"Business travel","Business",1235,4,4,4,1,5,4,5,5,5,3,4,5,5,5,1,4,"satisfied"
36572,122767,"Male","Loyal Customer",37,"Business travel","Business",3035,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0,"satisfied"
54046,60088,"Male","Loyal Customer",30,"Business travel","Business",1005,3,3,3,3,5,5,5,5,4,3,5,5,4,5,0,0,"satisfied"
100648,32425,"Male","Loyal Customer",28,"Business travel","Eco",216,2,5,5,5,2,2,2,2,4,5,3,1,4,2,0,0,"neutral or dissatisfied"
17954,18258,"Female","Loyal Customer",51,"Personal Travel","Eco",228,2,4,0,4,5,5,4,3,3,0,3,5,3,5,0,0,"neutral or dissatisfied"
57136,72269,"Male","disloyal Customer",9,"Business travel","Eco",921,1,1,1,3,1,1,1,1,1,4,4,2,3,1,29,24,"neutral or dissatisfied"
36090,97799,"Female","Loyal Customer",50,"Personal Travel","Eco",471,2,5,3,2,1,1,1,1,1,3,1,4,1,4,0,0,"neutral or dissatisfied"
40268,61830,"Female","Loyal Customer",55,"Business travel","Business",1464,4,4,4,4,3,5,4,2,2,2,2,3,2,5,0,0,"satisfied"
102574,120938,"Male","Loyal Customer",24,"Business travel","Business",920,4,4,4,4,5,4,5,5,5,3,5,3,5,5,0,0,"satisfied"
41193,74372,"Male","Loyal Customer",48,"Business travel","Business",1464,4,4,4,4,3,3,3,3,2,4,5,3,4,3,134,118,"satisfied"
5391,122801,"Female","disloyal Customer",20,"Business travel","Eco",599,2,4,2,3,3,2,3,3,4,2,3,1,4,3,28,31,"neutral or dissatisfied"
45029,126522,"Female","disloyal Customer",27,"Business travel","Eco",196,1,0,1,2,4,1,5,4,4,3,1,3,3,4,0,0,"neutral or dissatisfied"
9562,107139,"Male","Loyal Customer",33,"Personal Travel","Business",668,2,4,2,2,2,2,2,2,4,5,4,3,4,2,0,0,"neutral or dissatisfied"
97415,101326,"Male","Loyal Customer",52,"Personal Travel","Eco",986,3,4,3,3,5,3,5,5,4,2,3,4,4,5,40,31,"neutral or dissatisfied"
32709,109890,"Female","Loyal Customer",49,"Business travel","Business",1052,1,4,4,4,1,3,4,1,1,1,1,2,1,1,19,0,"neutral or dissatisfied"
24789,74744,"Female","Loyal Customer",64,"Personal Travel","Eco",1205,2,1,2,4,2,3,4,4,4,2,4,2,4,4,6,0,"neutral or dissatisfied"
70404,100141,"Male","Loyal Customer",49,"Business travel","Eco",523,1,4,4,4,2,1,2,2,2,1,3,1,2,2,0,34,"neutral or dissatisfied"
28649,97380,"Female","Loyal Customer",25,"Personal Travel","Eco",347,1,4,1,2,2,1,2,2,5,5,4,5,5,2,20,13,"neutral or dissatisfied"
2472,83438,"Male","Loyal Customer",71,"Business travel","Eco Plus",632,1,5,5,5,1,1,1,1,3,1,3,1,3,1,73,89,"neutral or dissatisfied"
76084,29536,"Female","Loyal Customer",25,"Business travel","Business",1448,2,2,2,2,4,4,4,4,5,5,4,3,5,4,0,0,"satisfied"
52817,72528,"Female","Loyal Customer",34,"Business travel","Business",1102,5,5,5,5,3,4,5,3,3,3,3,3,3,4,0,1,"satisfied"
18936,2204,"Male","Loyal Customer",15,"Personal Travel","Eco",685,4,4,4,3,1,4,1,1,2,3,4,4,4,1,0,0,"neutral or dissatisfied"
43800,70018,"Male","Loyal Customer",49,"Business travel","Business",2732,4,4,2,4,4,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
82421,61243,"Male","Loyal Customer",36,"Business travel","Business",1835,5,5,1,5,2,2,3,4,4,4,4,4,4,2,11,0,"satisfied"
50035,118607,"Female","disloyal Customer",37,"Business travel","Eco",325,2,1,2,4,3,2,3,3,4,5,4,4,3,3,0,0,"neutral or dissatisfied"
83097,94721,"Male","disloyal Customer",25,"Business travel","Eco",293,3,2,3,3,5,3,5,5,4,2,4,2,4,5,15,7,"neutral or dissatisfied"
31071,18422,"Female","Loyal Customer",38,"Business travel","Business",3470,1,1,1,1,1,3,1,5,5,5,5,2,5,2,0,0,"satisfied"
50813,127657,"Female","Loyal Customer",47,"Business travel","Business",2153,2,5,5,5,2,3,4,2,2,2,2,3,2,2,0,16,"neutral or dissatisfied"
10173,54006,"Male","Loyal Customer",40,"Business travel","Business",395,1,1,5,1,1,5,2,5,5,5,5,2,5,3,0,0,"satisfied"
16020,56457,"Female","Loyal Customer",69,"Personal Travel","Eco",719,4,4,5,2,3,5,5,3,3,5,3,4,3,5,0,0,"neutral or dissatisfied"
13938,100267,"Male","Loyal Customer",45,"Business travel","Business",3613,4,4,4,4,3,5,4,3,3,4,3,3,3,4,13,4,"satisfied"
89104,3172,"Male","Loyal Customer",52,"Business travel","Business",585,1,1,1,1,4,4,4,4,4,4,4,3,4,5,0,3,"satisfied"
68445,103302,"Male","Loyal Customer",42,"Business travel","Business",2333,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0,0,"satisfied"
102807,67393,"Male","Loyal Customer",43,"Business travel","Business",641,2,5,5,5,3,3,3,2,2,2,2,1,2,3,0,0,"neutral or dissatisfied"
57538,128194,"Female","Loyal Customer",9,"Personal Travel","Eco Plus",1849,3,1,3,2,2,3,2,2,2,2,3,2,2,2,0,7,"neutral or dissatisfied"
35543,29451,"Male","Loyal Customer",46,"Business travel","Eco",421,3,5,5,5,3,3,3,3,4,3,4,2,3,3,0,0,"neutral or dissatisfied"
42458,21242,"Male","Loyal Customer",43,"Personal Travel","Eco",153,1,4,1,3,4,1,4,4,4,4,4,4,4,4,2,0,"neutral or dissatisfied"
86614,47104,"Female","Loyal Customer",33,"Business travel","Eco Plus",438,2,2,2,2,2,1,2,2,3,5,4,2,4,2,0,0,"neutral or dissatisfied"
12333,35712,"Female","Loyal Customer",18,"Personal Travel","Eco",2475,3,3,3,1,3,4,1,4,4,3,1,1,4,1,25,32,"neutral or dissatisfied"
30091,95200,"Female","Loyal Customer",49,"Personal Travel","Eco",239,4,4,4,3,3,4,4,2,2,4,2,4,2,3,22,32,"neutral or dissatisfied"
13447,40493,"Male","Loyal Customer",31,"Personal Travel","Eco",188,3,4,0,1,3,0,3,3,4,2,5,4,5,3,0,4,"neutral or dissatisfied"
9045,42697,"Male","Loyal Customer",46,"Personal Travel","Eco",627,3,5,3,1,2,3,2,2,5,4,4,5,5,2,0,0,"neutral or dissatisfied"
95108,125826,"Female","disloyal Customer",18,"Business travel","Eco",951,3,3,3,4,5,3,5,5,3,2,4,4,3,5,4,13,"neutral or dissatisfied"
81996,33749,"Male","Loyal Customer",56,"Business travel","Business",2410,1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0,"satisfied"
10846,73005,"Male","Loyal Customer",64,"Personal Travel","Eco",1096,2,1,2,4,3,2,3,3,4,2,4,2,3,3,0,0,"neutral or dissatisfied"
75795,17082,"Male","Loyal Customer",39,"Business travel","Eco",416,5,2,2,2,5,5,5,5,4,5,2,1,3,5,0,0,"satisfied"
58551,9376,"Male","Loyal Customer",15,"Personal Travel","Eco",401,4,1,4,3,3,4,1,3,4,3,4,1,3,3,0,0,"neutral or dissatisfied"
94932,80312,"Female","Loyal Customer",28,"Business travel","Business",746,3,3,3,3,5,5,5,5,5,2,5,2,4,5,9,0,"satisfied"
9470,86531,"Female","Loyal Customer",43,"Personal Travel","Eco",762,3,4,3,4,5,4,3,4,4,3,3,4,4,2,94,76,"neutral or dissatisfied"
33713,16280,"Male","Loyal Customer",35,"Personal Travel","Eco",748,3,4,3,3,1,3,1,1,5,4,5,5,4,1,99,93,"neutral or dissatisfied"
3648,31742,"Male","Loyal Customer",53,"Business travel","Eco Plus",853,2,2,2,2,1,2,1,1,4,5,4,1,4,1,2,2,"neutral or dissatisfied"
80074,88817,"Male","Loyal Customer",46,"Business travel","Eco Plus",545,3,1,1,1,3,3,3,3,3,2,3,3,3,3,74,86,"neutral or dissatisfied"
17520,61409,"Male","Loyal Customer",66,"Personal Travel","Eco",679,3,4,3,3,2,3,3,2,3,3,4,4,5,2,4,0,"neutral or dissatisfied"
12529,46434,"Male","Loyal Customer",13,"Personal Travel","Eco Plus",458,3,4,3,3,5,3,5,5,4,4,4,3,4,5,12,3,"neutral or dissatisfied"
15885,57778,"Female","Loyal Customer",28,"Business travel","Business",2611,1,1,1,1,1,1,1,4,3,2,2,1,1,1,48,78,"neutral or dissatisfied"
65767,4413,"Male","Loyal Customer",48,"Business travel","Business",1962,1,1,1,1,4,4,5,3,3,3,3,3,3,5,130,118,"satisfied"
94244,120690,"Male","Loyal Customer",30,"Personal Travel","Eco",280,1,5,4,2,2,4,2,2,3,2,5,4,5,2,0,11,"neutral or dissatisfied"
12892,76761,"Female","Loyal Customer",41,"Business travel","Business",689,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0,0,"satisfied"
81968,41205,"Male","Loyal Customer",54,"Business travel","Eco",1091,4,5,5,5,4,4,4,4,1,1,5,1,4,4,88,79,"satisfied"
37855,61781,"Male","Loyal Customer",61,"Personal Travel","Eco",1609,3,4,3,3,1,3,1,1,5,3,5,4,5,1,0,0,"neutral or dissatisfied"
14609,122946,"Female","Loyal Customer",41,"Business travel","Business",507,3,3,3,3,3,5,4,5,5,4,5,5,5,4,0,0,"satisfied"
48267,41233,"Female","Loyal Customer",17,"Personal Travel","Eco",744,2,1,2,4,1,2,1,1,2,2,3,2,4,1,39,34,"neutral or dissatisfied"
