"avganncount","avgdeathsperyear","target_deathrate","incidencerate","medincome","popest2015","povertypercent","studypercap","binnedinc","medianage","medianagemale","medianagefemale","geography","percentmarried","pctnohs18_24","pcths18_24","pctsomecol18_24","pctbachdeg18_24","pcths25_over","pctbachdeg25_over","pctemployed16_over","pctunemployed16_over","pctprivatecoverage","pctprivatecoveragealone","pctempprivcoverage","pctpubliccoverage","pctpubliccoveragealone","pctwhite","pctblack","pctasian","pctotherrace","pctmarriedhouseholds","birthrate"
296,125,224.8,536.6,29749,46371,29.1,0,"[22640, 34218.1]",39.2,37.4,41.2,"Washington Parish, Louisiana",46.8,23.9,43.1,NA,2.7,40.5,8.3,41.9,15,47.4,33.5,28.6,47.7,29,67.52513103,30.13145459,0.206203282,0.184723774,45.29652352,6.368497812
256,110,205,485.3,36003,40021,22.2,0,"(34218.1, 37413.8]",40.9,38.5,43.1,"Webster Parish, Louisiana",44,22.8,40.2,NA,2.1,40.5,11,47.6,7.6,52.8,37.3,32.4,42.4,25.1,63.5620553,34.32552872,0.337297191,0.182189724,42.25182366,6.027155315
65,30,195.6,443.2,33959,11293,22.5,0,"[22640, 34218.1]",39.7,37.8,41.4,"West Carroll Parish, Louisiana",46.6,33,38.1,NA,1.1,44,6.8,43.2,11.9,45.9,32.1,28.4,33.2,16.2,81.59594901,16.73651126,0.087305745,0.628601362,46.08938547,5.737356566
96,41,227.5,524.4,36644,14568,26.8,0,"(34218.1, 37413.8]",41.3,40.1,42.6,"Winn Parish, Louisiana",46.9,27.7,44.1,24.3,3.9,42,7.9,41.3,6.3,56.1,40.2,35.3,40.1,22.2,65.60753955,32.56815887,0,0.228879165,49.35606748,4.891661195
600,242,188,478.2,46701,107233,15.4,83.92938741,"(45201, 48021.6]",40.6,39.6,41.4,"Androscoggin County, Maine",49,13.4,32.5,NA,6.8,37.2,13.9,NA,7.2,65.5,50.5,46.1,38.8,20.8,92.46692056,1.41163763,0.801728232,0.279347816,46.16229053,5.235413921
486,200,188.2,472.8,36066,68628,20.1,14.571312,"(34218.1, 37413.8]",46.6,45.6,47.6,"Aroostook County, Maine",54.1,12.8,34.5,47.5,5.2,39,12.1,52.3,7.5,57.1,40.1,34.4,47.6,24.2,95.286051,0.742804085,0.497107349,0.222841226,50.4167353,5.029215359
1620,607,173.3,479.6,61436,289977,10.8,500.0396583,"(54545.6, 61494.5]",41.9,40.3,43.3,"Cumberland County, Maine",49.4,10,24.3,51.3,14.4,24.1,27.3,64.5,5.4,74.3,NA,53.5,30.1,14.6,92.5076629,2.659033479,2.08654441,0.351601956,47.825159,3.772833827
383,136,165.4,491.9,45807,54659,12.9,18.29524872,"(45201, 48021.6]",47.4,46.2,48.4,"Hancock County, Maine",54.1,7.8,24.7,NA,14.3,33.1,20.1,57.7,7.7,64,46.6,36.7,37.7,18.1,96.6573969,0.481173845,0.900142706,0.075011892,49.67789586,5.103569855
741,308,193.2,478.4,45556,119980,13.8,300.0500083,"(45201, 48021.6]",44,43.2,44.6,"Kennebec County, Maine",49.6,10.5,36.1,NA,7.8,35.6,15.3,NA,7.7,67.6,50.1,44.8,39.2,18.9,96.0061761,0.790177687,0.771187,0.406235551,47.20175728,4.823685961
284,108,169.4,484.9,50002,39855,13.9,501.8190942,"(48021.6, 51046.4]",47.2,45.3,49.2,"Knox County, Maine",51.5,16.6,44,NA,7.7,34.8,20.6,NA,5.7,64.3,45.4,36.8,40.4,18.6,96.69964504,0.679706971,0.659567505,0.108249629,48.88522854,4.550819672
236,99,170.6,436.6,47905,33969,11.7,58.87721158,"(45201, 48021.6]",49.8,48.5,51,"Lincoln County, Maine",53.5,20.9,38.5,NA,11.5,32.1,18.7,57.1,4.2,65.3,43.2,37.1,42.9,18.2,97.3357536,0.117109732,1.159386345,0.014638716,50.57139016,5.786534285
929,355,187.5,507.3,42728,152692,18,438.7918162,"(42724.4, 45201]",41.3,39.9,42.8,"Penobscot County, Maine",48,10.2,21.9,58.4,9.5,34.9,15.6,56.1,7.8,63.3,NA,42.4,39.4,20.7,95.20063609,0.825746072,1.099474051,0.158371188,48.02575315,4.133114215
208,82,173.6,451.7,55630,35149,10.5,56.90062306,"(54545.6, 61494.5]",45.2,44.2,46,"Sagadahoc County, Maine",54.2,11.5,51.8,NA,7.6,31.6,20.8,61.3,5.7,69.4,51.2,43.3,39.1,19,95.9221475,0.732360652,0.712413086,0.142482617,49.67867575,5.263857504
313,139,200.2,458.3,39001,51113,17.3,0,"(37413.8, 40362.7]",44.9,44.2,45.4,"Somerset County, Maine",51.2,16.4,35,NA,7.1,41.3,10.7,52.6,9.5,56.1,39.7,34.8,46.9,25.4,96.96182407,0.325726584,0.30052155,0.046532369,48.88990826,4.712136228
2676,977,176,468.1,86654,564195,6.7,69.12503656,"(61494.5, 125635]",38.4,36.8,39.7,"Anne Arundel County, Maryland",51.7,11.8,29.1,47.4,11.7,25,22.5,64.2,5.9,81.6,63.7,55,25.1,10.9,74.72536378,15.87127215,3.57153148,2.151166979,53.20651532,5.291115354
4499,1714,171,472.3,67766,831128,9.8,216.5731392,"(61494.5, 125635]",39.1,37.4,40.6,"Baltimore County, Maryland",46.2,8.2,29.7,49.3,12.8,27.2,20.9,61.9,6.9,75.2,NA,52.5,29.7,15.1,63.33377483,27.11581014,5.642929964,1.081220328,45.91882391,5.073719664
862,326,171.1,456.2,84500,167627,5.9,89.48439094,"(61494.5, 125635]",42.2,41,43.1,"Carroll County, Maryland",56.7,6.6,30.1,NA,12.4,30.6,20.8,65.6,4.6,84.5,69,62,23.9,9.8,92.69248226,3.253027878,1.688922864,0.458063591,61.33424438,4.31864301
1037,367,155.6,435.9,83698,245322,6.5,114.1357074,"(61494.5, 125635]",39.1,38.1,40.1,"Frederick County, Maryland",54.7,8.3,29,NA,14.3,25.2,23.2,67,5.8,81.6,67.7,60.8,23.2,10.4,81.43951478,9.007635485,4.260625671,1.856877116,56.5676769,4.557287265
166,64,154.8,417.1,47441,29460,12.4,0,"(45201, 48021.6]",44.5,42.8,45.6,"Garrett County, Maryland",56.5,15.8,31.8,NA,7.8,42.2,10.2,56.1,7,62.5,46.7,41,41.4,23.2,97.29312716,0.603763459,0.412571697,0.09391876,57.15249094,6.553245117
1302,450,169.9,485.5,79403,250290,8,79.90730752,"(61494.5, 125635]",40.1,38.6,41.3,"Harford County, Maryland",54.7,9.1,35.9,42.6,12.4,28.1,20.2,64.2,6.4,81.9,64.7,56,26.9,11.9,80.04426307,13.33836749,2.795160785,1.182490782,56.59293338,6.156408818
1186,346,131.9,418.1,106871,313414,6.1,165.9147326,"(61494.5, 125635]",38.8,37.5,39.7,"Howard County, Maryland",58,10.7,26.8,NA,21.9,14.2,30.7,NA,4.9,84.7,70.9,63.1,19.3,8.2,60.10226395,18.13623136,16.24089571,1.62964668,60.23950993,5.158672656
140,59,180,461.7,53288,19787,13.8,0,"(51046.4, 54545.6]",46.2,44.2,47.4,"Kent County, Maryland",47,7.8,27.3,59.4,5.5,33.2,16.4,53.2,7.2,68.1,47.6,40.9,42.6,22,82.2868042,15.37920996,0.968729609,0.135521759,48.49160546,4.528650647
4139,1292,120.1,392.9,97279,1040116,7.2,184.5947952,"(61494.5, 125635]",38.5,37,40,"Montgomery County, Maryland",53.2,12.7,23.5,44,19.9,14,26.6,67.1,6.1,77,64.7,56.4,23,11.5,55.62676166,17.6079398,14.56193834,7.859929519,53.70241078,5.281994667
254,100,173.8,429.6,80650,48904,7.5,0,"(61494.5, 125635]",43.5,42.7,44.1,"Queen Anne's County, Maryland",57.4,13.6,34.7,40.8,10.9,29.9,21.6,65,5.3,80.3,64.2,55.6,28.8,13.5,89.60699588,7.407407407,0.87037037,0.450617284,62.34448122,5.627462015
433,180,181.5,423.2,84686,111413,8.6,17.95122652,"(61494.5, 125635]",36.3,35.9,36.8,"St. Mary's County, Maryland",53.9,12.5,28.6,49.4,9.5,30.6,17.6,63.4,4.8,80.2,63.1,53.2,25.2,12.3,79.12401701,14.25365373,2.681226851,0.582954732,57.53732709,5.419453329
280,111,161.9,454.6,54836,37512,11.7,213.2650885,"(54545.6, 61494.5]",49,48.2,49.6,"Talbot County, Maryland",54,16.1,39.3,28.7,15.9,27.9,18.2,55.8,6.7,72.1,48.2,38.4,40.1,16.2,82.23233419,11.88655785,1.481520675,0.703722321,50.68079601,3.328451604
782,320,181,457,54606,149585,13.8,73.53678511,"(54545.6, 61494.5]",40.4,39.1,41.9,"Washington County, Maryland",49.4,18,33.7,NA,8.5,38.1,12.3,56.5,8.5,68.9,53.5,48.7,36.3,20.5,83.71072553,10.27333021,1.669458029,0.653178804,49.83858598,5.93936457
3144,1419,226,497.2,41895,621849,23.3,886.0671964,"(40362.7, 42724.4]",34.6,33.3,35.9,"Baltimore city, Maryland",26.6,17,29.1,41.6,12.3,29.8,15.3,53.8,13.1,56.1,43.6,39,43.9,29.6,30.31292272,62.83548664,2.568382563,1.670324233,24.02463388,5.449538255
860,313,157,464.3,49890,127828,13,125.1681948,"(48021.6, 51046.4]",45.8,44.4,47.1,"Berkshire County, Massachusetts",45.6,13.5,27.9,NA,9.3,31.7,17.8,57.4,8.9,70.7,51.6,46.4,44,22.6,91.822907,2.798403564,1.517542231,1.222077842,43.45582911,4.573604784
192,78,158,424.8,55139,34765,15,0,"(54545.6, 61494.5]",42,37.6,45,"Washington County, Texas",48.3,11.9,28.7,NA,3.1,31.3,15.4,51.9,5.1,64.6,48.2,42.1,33.5,16.4,78.16041594,17.14569459,1.770066597,1.150835378,52.59370817,5.054495913
595,243,139.1,332.2,37935,269721,32.3,44.49041788,"(37413.8, 40362.7]",28.3,26.8,29.6,"Webb County, Texas",46.6,20.8,32.4,NA,4.3,24.4,11.9,54.3,6,36,30.5,26.4,36.3,28.6,94.19527371,0.393920631,0.587652089,3.873869425,52.84922777,6.921416298
202,83,173.1,424.5,44110,41486,16.8,0,"(42724.4, 45201]",37.3,35.7,37.9,"Wharton County, Texas",49.5,16.7,46.6,NA,5.3,33.6,9.5,58.9,6.6,54.7,45.7,40.6,32.9,21.9,82.86884451,14.38542071,0.055738658,1.899961225,47.5137372,5.69874932
78,30,181.5,480.2,39377,13027,15.8,0,"(37413.8, 40362.7]",37.6,36.6,38.4,"Wilbarger County, Texas",48.8,18.7,47.6,30.6,3.1,29.9,13.1,57.6,7.5,59.5,NA,38.2,35.9,18.5,82.82413741,9.135126919,0.531995744,4.537163703,45.51036071,6.288032454
73,35,167.3,345.6,29782,21903,38.8,0,"[22640, 34218.1]",32.3,30.8,35.2,"Willacy County, Texas",44.3,24.7,49,NA,0.5,35.5,6.4,31.7,11.5,27.2,20.7,18.8,45.3,34.1,94.7913826,1.649850014,0.063630579,2.854285974,52.81829642,4.799131379
176,74,152.8,368.3,62752,47520,11,0,"(61494.5, 125635]",40.4,39.3,41.3,"Wilson County, Texas",56,17.6,35.2,NA,4.3,34.8,13.5,NA,5.8,71.4,55.3,47,27,12,93.36394999,1.612867784,0.263684106,1.900722934,61.43309427,5.291214215
28,13,182.9,383,55493,8005,13.5,124.9219238,"(54545.6, 61494.5]",33,32.7,33.4,"Winkler County, Texas",55.5,22.6,32,NA,4.8,31.2,9.3,58.5,2.5,58.4,47.9,42.3,25.3,13.8,88.31837381,3.313093981,0.395987328,4.435058078,55.2130898,7.146724418
248,113,180,389.3,59904,62953,10,0,"(54545.6, 61494.5]",39.3,38.7,39.7,"Wise County, Texas",57.1,17.7,35.2,NA,6.5,36.8,12.4,57.5,7.5,63.8,51.4,44.3,29.2,16,94.25893572,1.187074441,0.401678559,1.531603612,61.67647617,7.013024188
31,12,158.8,412.1,60738,8546,11.4,0,"(54545.6, 61494.5]",34.1,33.5,34.2,"Yoakum County, Texas",62.2,17,31.1,NA,8.4,29.7,10.6,61.2,8.1,57.7,NA,40.2,26,16.6,91.95178376,1.436746621,0.791428224,4.127602581,61.86285295,5.57582074
37,15,126.3,321,26336,12235,31,163.4654679,"[22640, 34218.1]",30.5,29.1,32.7,"Zavala County, Texas",40.2,19,29.9,NA,0,27,7,48.6,12.2,32.9,24.6,22.2,48.6,35.5,91.16086235,0.456053068,0,7.76119403,42.01819686,4.962779156
27,11,168.7,421.4,50818,6354,9.8,0,"(48021.6, 51046.4]",33,31.9,33.4,"Beaver County, Utah",60.8,33.8,29.9,NA,1.5,37.2,14,62.8,3.8,76.6,63.4,58.1,21.3,8.2,96.45565702,0.154774803,0,3.002631172,59.8932859,12.66766021
171,62,137.3,377.6,56313,52097,11.6,0,"(54545.6, 61494.5]",32,31.3,33,"Box Elder County, Utah",63.7,15.1,46.8,34.3,3.9,32.5,15.1,59.8,6.3,79.3,NA,58.9,22.5,10.5,93.20076092,0.341236689,0.927614677,2.573003079,68.57473787,8.779499824
102,38,155.9,433.1,47340,20479,15.7,0,"(45201, 48021.6]",35.1,34.1,35.7,"Carbon County, Utah",54.3,9.7,31.3,NA,2.6,26.9,10.7,57.8,7.4,70.6,54.8,50.6,30.8,14.4,92.42127395,0.654656664,0.649878148,2.738089549,52.6801744,8.165882856
1009,268,119.3,428.8,70797,336043,7.2,5.951619287,"(61494.5, 125635]",30.2,29.4,30.9,"Davis County, Utah",61.4,14.2,34.6,NA,4.7,21.2,24.1,65.5,4.2,81.5,70.2,61.4,18.8,9,89.65284779,1.215311064,1.933983561,3.030546674,68.10336023,7.253229221
73,25,155.5,448.1,61976,20862,11.6,0,"(61494.5, 125635]",30.2,30.5,30,"Duchesne County, Utah",65,25.7,42.1,NA,1.5,36,11,57.3,5.2,73.1,62.6,56.9,19.9,9.4,91.01781299,0.171569864,0.499571075,1.745975677,65.75840145,10.01338091
37,13,113.2,339,49709,10370,12.9,0,"(48021.6, 51046.4]",34.5,34.3,34.8,"Emery County, Utah",61.9,10.9,38,47.1,4,32.9,9.7,54.1,5.7,73.3,57,54,28.4,12.5,98.92803878,0.167785235,0.055928412,0.438105891,67.06315491,7.28003573
44,19,179.8,404.1,43344,9516,15,0,"(42724.4, 45201]",39.1,37.9,39.5,"Grand County, Utah",46.3,17.3,59,NA,0.4,24.1,17.4,63.5,7.1,57.2,44.2,33.7,28.8,14.4,92.82062207,0.287601193,1.363442693,0.223689817,43.99577725,2.808716707
156,48,131.1,418,43615,48368,22.1,310.122395,"(42724.4, 45201]",28.1,27.8,28.3,"Iron County, Utah",54.2,14.9,24.8,NA,3.5,24.7,18.7,56.3,10.5,63.8,51.6,43.5,28.1,15.6,91.07108763,0.659750949,0.706421434,2.100171832,58.66180855,9.572250479
34,12,136.9,392.3,55204,10594,11.4,0,"(54545.6, 61494.5]",30,26.8,32.6,"Juab County, Utah",59.4,18.4,31.1,NA,7.8,35,11.5,61.7,3.8,70.6,NA,53,25.5,13,94.57692308,0.105769231,0.278846154,2.673076923,67.64327109,6.440382942
39,14,129,398.9,48456,7131,11.8,0,"(48021.6, 51046.4]",43.6,41.4,45.5,"Kane County, Utah",55.9,12.4,72.1,9.6,5.9,28.8,15.5,55.7,7,64.5,43.2,35.7,33.4,13.5,93.77950569,0.180505415,0.124965287,0.402665926,51.45213338,4.954367666
49,19,131.6,361.5,52623,12645,12.9,0,"(51046.4, 54545.6]",34.9,34.2,35.7,"Millard County, Utah",62.7,15.8,36.1,44.5,3.6,29.1,15.4,60.2,4.3,65.9,NA,46.7,29.4,15.2,88.83325385,0.421236687,0.70735972,7.868383405,65.40865385,8.884297521
3540,1056,130.9,417.3,62536,1107314,11.9,345.8820172,"(61494.5, 125635]",31.8,31.3,32.3,"Salt Lake County, Utah",52.1,14.1,31.5,NA,7.7,22.8,20.8,66.9,5.8,73.1,63.5,56.6,20.2,11,82.34111059,1.677822492,3.667798005,7.179426817,54.8037466,6.633919132
35,16,123.9,261.1,40590,15772,29.2,0,"(40362.7, 42724.4]",30.6,29.1,31.9,"San Juan County, Utah",44.4,30.5,36.5,NA,1.6,31.5,11.2,46.7,8.4,45.4,NA,32.5,35.8,25.1,49.63041183,0.16499472,0.739176346,0.574181626,54.065766,4.937906564
97,39,156.7,383.8,44644,28778,17.1,0,"(42724.4, 45201]",30.5,30.8,29.9,"Sanpete County, Utah",54,15.2,24.1,NA,3.1,27,12.7,47,8.3,69.4,55.4,48.1,27.1,12.9,89.79512402,0.845688405,0.84922685,5.629666325,67.19123757,5.587610082
142,32,123.6,432.7,92560,39633,6.8,25.231499,"(61494.5, 125635]",38.2,37.8,38.4,"Summit County, Utah",63.2,15.3,34.7,NA,14.8,15.5,30.6,70.8,3.2,81.2,72.8,60,13.5,6.8,94.90148231,0.532177254,1.954777913,1.209729758,63.7754003,4.14207772
208,59,146.7,489.9,64193,62952,8.1,0,"(61494.5, 125635]",30.7,30.5,30.8,"Tooele County, Utah",59.4,16.7,43.7,NA,2.3,32.1,16.8,62.8,7.1,80.7,70.3,65.6,17.9,8,91.74946217,0.605980983,0.86709474,3.289376447,64.90258172,6.916426513
1251,361,120.4,394.9,60957,575205,12.6,62.58638225,"(54545.6, 61494.5]",24.4,24.3,24.6,"Utah County, Utah",58.8,9.9,21.7,NA,7.6,16.8,25.8,NA,5.5,78.3,69.1,58.9,17,9.2,91.94593057,0.607837205,1.501022725,2.11556335,71.12700722,8.614426925
81,20,114.5,432.5,65207,29161,7.1,205.7542608,"(61494.5, 125635]",33,32.5,33.2,"Wasatch County, Utah",59.1,12.1,37.8,NA,4.7,20.7,22.5,66.2,4.7,75.6,65.5,52.5,18.1,9.3,96.38798245,0.060012753,1.440306065,0.570121151,64.6571958,3.613892365
261,100,176.1,488,44674,36317,14.4,55.07062808,"(42724.4, 45201]",46.1,44.8,47.3,"Bennington County, Vermont",51.3,10.7,38.8,NA,5.5,30.7,21.5,59.3,5.7,61.9,42.5,36.5,50.6,28,96.35136243,0.491951133,0.486485009,0.327967422,49.07904835,3.885024281
737,252,159,463.7,61908,161382,11,632.040748,"(61494.5, 125635]",36.3,35,38.1,"Chittenden County, Vermont",46,6.5,15.1,62.4,15.9,20.6,29.6,67,5,77.7,NA,58.6,29.2,15.6,91.5779126,2.383054392,3.245236709,0.403228331,46.86919273,4.180500351
232,95,187.8,450.4,59184,48799,9.1,0,"(54545.6, 61494.5]",39.9,39.1,40.9,"Franklin County, Vermont",53.4,12,39.3,NA,13.7,37.6,15.4,66.2,4.9,67.9,NA,48.9,39.1,23.2,95.46862737,0.448180429,0.313932835,0.349043744,53.47605031,4.602473498
48,16,206.1,548.5,60081,6861,9.1,0,"(54545.6, 61494.5]",47.1,47.4,46.8,"Grand Isle County, Vermont",59.8,11.9,32.5,NA,14.5,29.7,20.4,63.2,7.4,69.9,52.4,47.3,41.2,22.9,94.92232451,0,0.373993096,0.115074799,58.04384486,3.969883641
128,48,173.7,461.6,49142,25235,12.6,118.8825045,"(48021.6, 51046.4]",40.5,40.3,40.8,"Lamoille County, Vermont",49.1,9.3,34.7,NA,11,28.6,24.3,64.6,4.3,63.8,NA,41.2,40.3,23.8,95.90042754,0.76317577,0.511447637,0.707236185,47.77908805,3.897685749
174,63,175.5,479.7,53025,28899,12.8,34.60327347,"(51046.4, 54545.6]",45,43.8,46,"Orange County, Vermont",54.4,12.7,33.6,NA,7.5,34.9,18.1,NA,4.5,66.9,49.5,43.8,42.6,23.3,96.55017457,0.525424315,0.456289536,0.404438453,51.98386566,4.652301665
274,112,183.7,463.3,49616,43386,12.9,0,"(48021.6, 51046.4]",45.8,44.3,47.2,"Windham County, Vermont",50.7,11.9,30.9,NA,8.3,30.7,20.2,60.9,6.8,63.7,47.1,39.1,45.7,26.7,94.90628848,0.930274978,1.051119522,0.262209859,47.13228735,3.546703589
425,174,143.8,372.9,67083,105703,9.1,113.5256331,"(61494.5, 125635]",38.6,36.9,40.4,"Albemarle County, Virginia",51,4.5,29.8,NA,13.8,18.2,25.4,57.6,3.8,81.9,NA,55,22.4,8.9,81.52519688,9.366877449,4.440004655,1.347131163,52.90453762,5.043113678
98,50,189.5,401.8,45454,15677,15.8,255.1508579,"(45201, 48021.6]",47.2,45.6,48.6,"Alleghany County, Virginia",54.2,22.3,34.5,NA,5.7,36.9,9.9,49.2,5.1,69.6,48.2,41.9,41.2,18.9,92.76733474,5.290675962,0.230300012,0.379683804,51.39359976,8.070065687
84,35,216.5,522.5,51738,12903,12.9,0,"(51046.4, 54545.6]",45.8,41.2,48.4,"Amelia County, Virginia",57.5,12.2,56.8,NA,5.8,34.1,11.4,55.1,5,68.7,NA,44,32.8,15.2,73.34272521,24.32495891,0.101745324,0.297409408,61.56462585,6.59515296
657,224,136.5,369.7,107143,229164,8.5,30.54580999,"(61494.5, 125635]",33.9,33.8,34,"Arlington County, Virginia",42.9,7.9,18.9,NA,51.8,8.3,34.5,74.4,3.7,85.7,66.1,58.2,14,4.2,72.06055058,8.455647592,9.911362165,5.947442452,37.6164403,5.34181797
391,163,167.1,408.9,57808,74314,9.8,26.91282935,"(54545.6, 61494.5]",44.2,43,45.4,"Augusta County, Virginia",57.3,16.2,50,NA,2.8,40.1,14.7,56.2,4.7,74.9,55.8,47.9,30.9,13.1,93.09818643,4.045751016,0.580665199,0.773770138,59.29662522,5.594450511
31,14,173,419.3,43852,4470,11.5,0,"(42724.4, 45201]",48.3,45.8,49.4,"Bath County, Virginia",55.1,5.7,48.2,NA,0.9,38.9,12.6,60.7,6,74.8,46.6,38,31.5,9.8,94.04320314,3.425703688,0,0.130918612,47.34389562,8.043694141
180,68,148.7,401.6,63646,33347,7.8,0,"(61494.5, 125635]",46.4,45.5,47.2,"Botetourt County, Virginia",61.4,17.7,30.3,NA,12.1,35,17.7,59.9,4.6,82.5,64.9,56.5,28.2,11,94.00995325,3.456492233,0.153822953,0.551952948,63.82715093,3.635817308
104,39,165.3,463.4,37344,16698,21.9,0,"(34218.1, 37413.8]",41.7,40.3,46.6,"Brunswick County, Virginia",38.6,21,29.6,NA,4.2,35.7,7.5,46,10.5,60,44,37.8,40.7,22.5,41.9019492,55.78263438,0.395747194,0.578854105,43.12035159,4.689366786
105,56,175.8,325.8,32083,22776,23.2,0,"[22640, 34218.1]",45.5,43.1,47.9,"Buchanan County, Virginia",51.6,11.8,39.5,NA,10.4,34.4,6.7,35.9,10.6,51,36.8,33.8,50.3,33,95.57608788,2.669675551,0.485395555,0.272502768,51.54628257,6.462372316
82,39,191.8,390.1,38731,17032,22.8,0,"(37413.8, 40362.7]",42.2,40.9,44.7,"Buckingham County, Virginia",43.5,14.4,47.9,NA,5,43.5,7.6,45.6,11.2,59.7,47.1,40.9,35.9,20.2,61.54792594,34.46801031,0.521443637,1.48230607,50.72282706,3.636938646
267,115,160.1,384.7,46663,55086,14.5,0,"(45201, 48021.6]",42.4,40.8,43.6,"Campbell County, Virginia",54.6,16.3,32.3,NA,11.3,36.1,12.3,58,6,70.3,53.8,48.5,33,15.5,81.80033447,13.97876827,0.847087908,0.667127172,54.12785095,4.696595168
163,65,201.8,503.8,56099,29984,11,0,"(54545.6, 61494.5]",39.1,38.3,40,"Caroline County, Virginia",51.7,6.8,41.6,43.7,7.8,36.7,12.9,57.9,8.6,70.1,56.3,50.7,30.2,16.4,66.06017241,29.25823708,0.807523255,1.185730349,51.58614403,4.384535624
168,78,172.5,390.6,38474,29724,17,0,"(37413.8, 40362.7]",46.1,44.5,48.6,"Carroll County, Virginia",56.5,7.5,41.7,47.1,3.6,34.5,10.5,52.8,6.7,62.9,45.1,37.1,38.8,19.4,97.75254555,0.92778671,0.190916399,0.080385852,53.30729997,5.65626049
76,33,182.2,434.4,36339,12201,20.7,0,"(34218.1, 37413.8]",44.6,41.9,45.9,"Charlotte County, Virginia",44.5,5.4,55.8,NA,3.3,37.6,9.2,52.7,4.9,56.2,43.1,36.2,39.2,22.7,67.00235523,31.47892471,0.146186957,0.268009421,46.15710354,2.903225806
209,90,187.1,421.6,62394,49432,11,20.22981065,"(61494.5, 125635]",38.9,37.9,39.6,"Culpeper County, Virginia",55.9,14,49.6,32.1,4.3,34.1,14.9,59,7.3,72.7,60,53.2,25.8,13.2,77.27160086,14.35032215,1.435238725,2.023789856,58.08658795,4.025191676
74,46,218.9,356.4,32103,15115,21.3,0,"[22640, 34218.1]",43.4,42.4,44.5,"Dickenson County, Virginia",55.5,11.9,35.4,NA,8.9,35.6,6.5,39.7,8.4,57.7,41.4,36.4,46.7,27.3,98.37677036,0.898920003,0.103472806,0.122873957,53.65028203,6.491885144
138,60,185.4,414.5,52288,27852,12.1,0,"(51046.4, 54545.6]",42.4,41.3,43.3,"Dinwiddie County, Virginia",45.1,5.2,48.5,NA,4.9,39.7,9.7,55.3,9.7,71.1,56.4,49.6,31.2,15.2,64.47883316,32.96335824,0.448239061,0.761294913,49.82392595,5.697445973
3959,1229,126.9,381.8,110507,1142234,6.7,153.208537,"(61494.5, 125635]",37.4,36.4,38.4,"Fairfax County, Virginia",56,14,22.4,NA,22.2,13,30.9,68.1,4.9,81.8,66.6,56.3,17.1,6.6,62.90432897,9.363244448,18.36696724,4.488439137,58.25617107,5.344658861
272,116,162.9,369.4,89106,68782,7.4,43.61606234,"(61494.5, 125635]",41.5,40.6,42.4,"Fauquier County, Virginia",57.5,8.4,39.1,NA,10.1,28.5,20.5,64.8,5,80.7,67.1,56.9,21.3,9.3,87.27895291,7.409987697,1.262914486,0.750040763,62.43695698,5.083533771
78,30,138,372.4,43355,15651,14.1,2875.215641,"(42724.4, 45201]",45.2,42.9,46.4,"Floyd County, Virginia",58.9,17.8,49.3,NA,2.7,35.6,12.1,59.5,5.7,69.8,54.3,44.2,33.6,16.4,95.98660053,2.518843007,0,0.10307286,59.06553979,4.274857505
136,56,176.5,435.3,64258,26235,7.9,0,"(61494.5, 125635]",41.6,40.3,42.9,"Fluvanna County, Virginia",58.6,24.4,33.1,NA,6.5,28.4,19,57.4,5.2,80,62.6,55.3,26.3,10.6,80.39517183,14.40762666,0.7188437,1.749058199,60.1961379,5.34985643
316,124,162,422.8,47419,56264,16.3,0,"(45201, 48021.6]",45,44.7,45.2,"Franklin County, Virginia",58.4,9.5,36.4,NA,4,32,13.1,54,6.2,67.4,50.2,40.1,35,17.2,89.09704342,8.450679215,0.266358874,0.878984285,57.66095994,5.965766068
389,157,185.3,456.6,65485,83199,7.7,0,"(61494.5, 125635]",40.1,39.1,41,"Frederick County, Virginia",57.4,14.6,35,NA,7.7,30.5,18.4,63.9,5.2,75.7,61.5,55.1,24.2,11.3,91.18760757,4.445537251,1.405212687,0.858126383,60.09506026,5.175688509
224,90,200.4,491.8,58900,37143,9.7,26.92297337,"(54545.6, 61494.5]",43.6,42.3,44.8,"Gloucester County, Virginia",57.9,15.5,40.4,NA,7.4,33.9,14.1,57.8,4.7,76.4,57.3,41.6,26.8,9.7,87.72465609,8.267344126,0.508094376,0.224318262,58.1022409,4.308202154
84,50,196,355.3,31893,16012,19.9,0,"[22640, 34218.1]",47.6,47,48.6,"Grayson County, Virginia",55.2,16,37.2,NA,5,41.1,7.1,47.6,9,56.6,39.1,32.4,46.3,26.7,95.04270211,2.741925127,0.122006036,0.224747961,49.24208977,6.072477963
85,32,156.5,404,61762,19162,9.6,0,"(61494.5, 125635]",481.2,39.4,41.4,"Greene County, Virginia",59.8,7.1,52.3,NA,2.6,34.9,15.7,60,7.4,69.7,NA,50.3,26.1,13.8,88.44650966,6.58464463,1.24089133,1.019115007,58.64154127,3.450671607
211,97,178.3,412.7,39079,35125,18,28.46975089,"(37413.8, 40362.7]",45.3,43.1,46.9,"Halifax County, Virginia",47.8,15.6,34.8,NA,7,36.5,10.1,49.4,7.5,59.3,42.3,35.6,41,21.8,60.49400101,36.92615333,0.599898609,1.056159522,46.83916084,5.521048999
